Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Player_URL
GS Ballance (ENG),2013-2015,16,15,1,297,79,21.21,443,67.04,0,2,1,http://stats.espncricinfo.com/ci/content/player/232438.html
PA Nixon (ENG),2007-2007,19,18,4,297,49,21.21,347,85.59,0,0,2,http://stats.espncricinfo.com/ci/content/player/18023.html
Zahoor Elahi (PAK),1996-1997,14,14,1,297,86,22.84,507,58.57,0,3,3,http://stats.espncricinfo.com/ci/content/player/43701.html
CJA Amini (PNG),2014-2019,15,15,1,296,61*,21.14,430,68.83,0,2,1,http://stats.espncricinfo.com/ci/content/player/332980.html
DN Crookes (SA),1994-2000,32,23,3,296,54,14.8,412,71.84,0,1,3,http://stats.espncricinfo.com/ci/content/player/44486.html
AR McBrine (IRE),2014-2020,45,28,10,296,79,16.44,413,71.67,0,1,1,http://stats.espncricinfo.com/ci/content/player/417381.html
AJ Pycroft (ZIM),1983-1992,20,19,2,295,61,17.35,560,52.67,0,2,2,http://stats.espncricinfo.com/ci/content/player/55700.html
DR Tuffey (NZ),2000-2010,94,52,21,295,36,9.51,372,79.3,0,0,7,http://stats.espncricinfo.com/ci/content/player/38620.html
DL Murray (WI),1973-1980,26,17,5,294,61*,24.5,468,62.82,0,2,0,http://stats.espncricinfo.com/ci/content/player/52441.html
SJ Myburgh (NL),2011-2018,13,13,1,294,56,24.5,339,86.72,0,2,2,http://stats.espncricinfo.com/ci/content/player/233712.html
JL Denly (ENG),2009-2019,13,11,0,293,67,26.63,447,65.54,0,2,0,http://stats.espncricinfo.com/ci/content/player/12454.html
SE Bond (NZ),2002-2010,82,40,22,292,31*,16.22,384,76.04,0,0,2,http://stats.espncricinfo.com/ci/content/player/36326.html
P Kumar (INDIA),2007-2012,68,33,12,292,54*,13.9,331,88.21,0,1,2,http://stats.espncricinfo.com/ci/content/player/30732.html
SM Sharif (SCOT),2011-2019,44,33,16,292,34,17.17,394,74.11,0,0,3,http://stats.espncricinfo.com/ci/content/player/414970.html
Tanwir Afzal (HKG),2014-2018,20,19,3,292,73,18.25,255,114.5,0,1,3,http://stats.espncricinfo.com/ci/content/player/260036.html
RN Lewis (WI),1997-2009,28,21,5,291,49,18.18,367,79.29,0,0,1,http://stats.espncricinfo.com/ci/content/player/52343.html
DA Reeve (ENG),1991-1996,29,21,9,291,35,24.25,389,74.8,0,0,0,http://stats.espncricinfo.com/ci/content/player/19364.html
CS Pandit (INDIA),1986-1992,36,23,9,290,33*,20.71,400,72.5,0,0,2,http://stats.espncricinfo.com/ci/content/player/32179.html
Sanwar Hossain (BDESH),1998-2003,27,27,2,290,52,11.6,597,48.57,0,1,2,http://stats.espncricinfo.com/ci/content/player/56107.html
SMSM Senanayake (SL),2012-2015,49,33,11,290,42,13.18,311,93.24,0,0,6,http://stats.espncricinfo.com/ci/content/player/273439.html
JN Gillespie (AUS),1996-2005,97,39,16,289,44*,12.56,368,78.53,0,0,8,http://stats.espncricinfo.com/ci/content/player/5392.html
IDR Bradshaw (WI),2004-2007,62,34,11,287,37,12.47,480,59.79,0,0,6,http://stats.espncricinfo.com/ci/content/player/51246.html
KM Curran (ZIM),1983-1987,11,11,0,287,73,26.09,430,66.74,0,2,1,http://stats.espncricinfo.com/ci/content/player/55324.html
LG Howell (NZ),1998-1998,12,12,0,287,68,23.91,388,73.96,0,4,1,http://stats.espncricinfo.com/ci/content/player/37257.html
MK Tiwary (INDIA),2008-2015,12,12,1,287,104*,26.09,403,71.21,1,1,0,http://stats.espncricinfo.com/ci/content/player/35565.html
Ahmed Raza (UAE),2014-2020,31,26,4,285,50,12.95,503,56.66,0,1,4,http://stats.espncricinfo.com/ci/content/player/245490.html
D Lloyd (ENG),1973-1980,8,8,1,285,116*,40.71,526,54.18,1,0,0,http://stats.espncricinfo.com/ci/content/player/16318.html
VJ Marks (ENG),1980-1988,34,24,3,285,44,13.57,434,65.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/16899.html
JAR Blain (SCOT),1999-2009,33,25,6,284,41,14.94,517,54.93,0,0,3,http://stats.espncricinfo.com/ci/content/player/25087.html
NO Miller (WI),2008-2018,50,27,13,284,51,20.28,359,79.1,0,1,4,http://stats.espncricinfo.com/ci/content/player/52622.html
LP van Troost (NL),2002-2007,23,20,2,284,40,15.77,456,62.28,0,0,2,http://stats.espncricinfo.com/ci/content/player/24969.html
A Dananjaya (SL),2012-2019,36,27,5,283,50*,12.86,411,68.85,0,1,2,http://stats.espncricinfo.com/ci/content/player/574178.html
MA Holding (WI),1976-1987,102,42,11,282,64,9.09,377,74.8,0,2,9,http://stats.espncricinfo.com/ci/content/player/52063.html
MA Jones (SCOT),2018-2019,8,8,0,281,87,35.12,401,70.07,0,3,0,http://stats.espncricinfo.com/ci/content/player/1093091.html
Hasan Ali (PAK),2016-2019,53,29,9,280,59,14,247,113.36,0,2,3,http://stats.espncricinfo.com/ci/content/player/681305.html
S Randiv (SL),2009-2016,31,18,2,280,56,17.5,382,73.29,0,1,2,http://stats.espncricinfo.com/ci/content/player/50438.html
CL King (WI),1976-1980,18,14,2,280,86,23.33,267,104.86,0,1,2,http://stats.espncricinfo.com/ci/content/player/52290.html
RS Sodhi (INDIA),2000-2002,18,14,3,280,67,25.45,381,73.49,0,2,0,http://stats.espncricinfo.com/ci/content/player/34078.html
DJ Willey (ENG),2015-2019,46,27,12,279,50,18.6,339,82.3,0,1,1,http://stats.espncricinfo.com/ci/content/player/308251.html
KC Brathwaite (WI),2016-2017,10,10,0,278,78,27.8,483,57.55,0,1,0,http://stats.espncricinfo.com/ci/content/player/348024.html
JE Taylor (WI),2003-2017,90,42,9,278,43*,8.42,323,86.06,0,0,7,http://stats.espncricinfo.com/ci/content/player/53191.html
AV Vadher (KENYA),1997-1999,18,16,6,278,73*,27.8,512,54.29,0,2,1,http://stats.espncricinfo.com/ci/content/player/24729.html
Mehrab Hossain jnr (BDESH),2006-2009,18,16,0,276,54,17.25,642,42.99,0,1,1,http://stats.espncricinfo.com/ci/content/player/56031.html
JM Anderson (ENG),2002-2015,194,79,43,273,28,7.58,561,48.66,0,0,10,http://stats.espncricinfo.com/ci/content/player/8608.html
DT Christian (AUS),2012-2014,19,18,5,273,39,21,307,88.92,0,0,0,http://stats.espncricinfo.com/ci/content/player/4864.html
GH Worker (NZ),2015-2018,10,10,2,272,58,34,379,71.76,0,3,0,http://stats.espncricinfo.com/ci/content/player/277911.html
SW Billings (ENG),2015-2018,15,12,0,271,62,22.58,298,90.93,0,2,1,http://stats.espncricinfo.com/ci/content/player/297628.html
JW Hastings (AUS),2010-2017,29,21,11,271,51,27.1,273,99.26,0,1,1,http://stats.espncricinfo.com/ci/content/player/228622.html
DT Tiripano (ZIM),2014-2019,31,22,6,271,44,16.93,468,57.9,0,0,1,http://stats.espncricinfo.com/ci/content/player/392945.html
Umar Amin (PAK),2010-2018,16,16,1,271,59,18.06,392,69.13,0,1,0,http://stats.espncricinfo.com/ci/content/player/288211.html
AM Bacher (SA),1997-2005,13,13,0,270,56,20.76,469,57.56,0,1,0,http://stats.espncricinfo.com/ci/content/player/44024.html
Jahurul Islam (BDESH),2010-2013,14,13,1,270,53,22.5,371,72.77,0,1,2,http://stats.espncricinfo.com/ci/content/player/55944.html
KBJ Azad (INDIA),1980-1986,25,21,2,269,39*,14.15,400,67.25,0,0,3,http://stats.espncricinfo.com/ci/content/player/26325.html
AD Gaekwad (INDIA),1975-1987,15,14,1,269,78*,20.69,509,52.84,0,1,2,http://stats.espncricinfo.com/ci/content/player/28754.html
AW Greig (ENG),1972-1977,22,19,3,269,48,16.81,378,71.16,0,0,1,http://stats.espncricinfo.com/ci/content/player/13463.html
M Morkel (Afr/SA),2007-2018,117,47,18,268,32*,9.24,354,75.7,0,0,9,http://stats.espncricinfo.com/ci/content/player/46538.html
Aaqib Javed (PAK),1988-1998,163,51,26,267,45*,10.68,456,58.55,0,0,7,http://stats.espncricinfo.com/ci/content/player/38970.html
CG Williams (NAM),2019-2020,8,8,2,267,129*,44.5,324,82.4,1,0,0,http://stats.espncricinfo.com/ci/content/player/316102.html
Shamsur Rahman (BDESH),2013-2014,10,10,0,266,96,26.6,350,76,0,2,2,http://stats.espncricinfo.com/ci/content/player/56154.html
CA Soper (PNG),2016-2019,20,19,4,265,39,17.66,496,53.42,0,0,1,http://stats.espncricinfo.com/ci/content/player/574287.html
JM Vince (ENG),2015-2019,13,11,0,265,51,24.09,299,88.62,0,1,1,http://stats.espncricinfo.com/ci/content/player/296597.html
Afsar Zazai (AFG),2014-2017,17,16,1,264,60,17.6,488,54.09,0,2,3,http://stats.espncricinfo.com/ci/content/player/420402.html
MH Denness (ENG),1973-1975,12,11,2,264,66,29.33,417,63.3,0,1,1,http://stats.espncricinfo.com/ci/content/player/11870.html
S Jyoti (CAN),2006-2010,14,13,1,264,117,22,442,59.72,1,0,3,http://stats.espncricinfo.com/ci/content/player/23860.html
SP Patil (UAE),2014-2015,13,12,2,263,99*,26.3,404,65.09,0,2,1,http://stats.espncricinfo.com/ci/content/player/447458.html
HJW Gardiner (SCOT),2013-2015,11,11,0,262,96,23.81,396,66.16,0,2,1,http://stats.espncricinfo.com/ci/content/player/638713.html
Mohammad Saifuddin (BDESH),2017-2019,20,12,3,262,51*,29.11,322,81.36,0,2,1,http://stats.espncricinfo.com/ci/content/player/629070.html
Naved Latif (PAK),2001-2003,11,11,0,262,113,23.81,417,62.82,1,0,1,http://stats.espncricinfo.com/ci/content/player/42066.html
Aizaz Khan (HKG),2014-2018,19,15,2,260,44,20,374,69.51,0,0,1,http://stats.espncricinfo.com/ci/content/player/401540.html
MD Patel (USA),2019-2019,9,9,1,260,82,32.5,392,66.32,0,2,3,http://stats.espncricinfo.com/ci/content/player/1159641.html
K Rabada (SA),2015-2019,75,28,12,259,31*,16.18,333,77.77,0,0,2,http://stats.espncricinfo.com/ci/content/player/550215.html
KJ Wadsworth (NZ),1973-1976,13,10,1,258,104,28.66,334,77.24,1,0,1,http://stats.espncricinfo.com/ci/content/player/38735.html
ML Udawatte (SL),2008-2008,9,9,0,257,73,28.55,383,67.1,0,2,1,http://stats.espncricinfo.com/ci/content/player/50802.html
SS Dighe (INDIA),2000-2001,23,17,6,256,94*,23.27,421,60.8,0,1,1,http://stats.espncricinfo.com/ci/content/player/28090.html
R Edwards (AUS),1972-1975,9,8,1,255,80*,36.42,349,73.06,0,3,1,http://stats.espncricinfo.com/ci/content/player/5124.html
AD Poynter (IRE),2008-2014,19,16,3,255,78,19.61,412,61.89,0,2,3,http://stats.espncricinfo.com/ci/content/player/210279.html
N Vanua (PNG),2014-2019,23,20,3,254,35,14.94,289,87.88,0,0,2,http://stats.espncricinfo.com/ci/content/player/524253.html
S Ranatunga (SL),1994-1996,13,11,0,253,70,23,526,48.09,0,2,0,http://stats.espncricinfo.com/ci/content/player/50247.html
IP Butchart (ZIM),1983-1995,20,16,2,252,54,18,395,63.79,0,1,2,http://stats.espncricinfo.com/ci/content/player/55280.html
NM Coulter-Nile (AUS),2013-2019,32,21,6,252,92,16.8,262,96.18,0,1,2,http://stats.espncricinfo.com/ci/content/player/261354.html
J Edness (BMUDA),2007-2008,11,11,2,252,72,28,403,62.53,0,1,1,http://stats.espncricinfo.com/ci/content/player/23759.html
JFM Morrison (NZ),1975-1983,18,15,3,252,55,21,472,53.38,0,1,0,http://stats.espncricinfo.com/ci/content/player/37731.html
HA Varaiya (KENYA),2006-2014,63,38,17,252,34,12,489,51.53,0,0,3,http://stats.espncricinfo.com/ci/content/player/254114.html
H Klaasen (SA),2018-2019,14,13,2,251,59,22.81,291,86.25,0,1,1,http://stats.espncricinfo.com/ci/content/player/436757.html
JJ Atkinson (HKG),2008-2017,9,9,0,250,59,27.77,398,62.81,0,1,0,http://stats.espncricinfo.com/ci/content/player/292152.html
JAH Marshall (NZ),2005-2008,10,10,0,250,161,25,313,79.87,1,1,2,http://stats.espncricinfo.com/ci/content/player/37698.html
CT Radley (ENG),1978-1978,4,4,1,250,117*,83.33,367,68.11,1,1,0,http://stats.espncricinfo.com/ci/content/player/19316.html
AR Caddick (ENG),1993-2003,54,38,18,249,36,12.45,395,63.03,0,0,6,http://stats.espncricinfo.com/ci/content/player/10633.html
GF Labrooy (SL),1986-1992,44,36,7,249,33,8.58,350,71.14,0,0,6,http://stats.espncricinfo.com/ci/content/player/49552.html
JD Campbell (WI),2019-2019,6,5,0,248,179,49.6,214,115.88,1,0,0,http://stats.espncricinfo.com/ci/content/player/348026.html
JM Parker (NZ),1974-1981,24,20,0,248,66,12.4,403,61.53,0,1,1,http://stats.espncricinfo.com/ci/content/player/38113.html
RB Reid (NZ),1988-1991,9,9,0,248,64,27.55,448,55.35,0,2,0,http://stats.espncricinfo.com/ci/content/player/38249.html
RH Vance (NZ),1988-1989,8,8,0,248,96,31,481,51.55,0,1,0,http://stats.espncricinfo.com/ci/content/player/38707.html
MA Suji (KENYA),1996-2006,64,52,22,247,16*,8.23,526,46.95,0,0,9,http://stats.espncricinfo.com/ci/content/player/24725.html
A Turner (AUS),1975-1975,6,6,0,247,101,41.16,309,79.93,1,0,0,http://stats.espncricinfo.com/ci/content/player/7989.html
K Doriga (PNG),2017-2019,14,13,2,246,89*,22.36,388,63.4,0,1,1,http://stats.espncricinfo.com/ci/content/player/646173.html
AD Mascarenhas (ENG),2007-2009,20,13,2,245,52,22.27,257,95.33,0,1,2,http://stats.espncricinfo.com/ci/content/player/16932.html
SM Davies (ENG),2009-2011,8,8,0,244,87,30.5,231,105.62,0,1,1,http://stats.espncricinfo.com/ci/content/player/12450.html
RAS Lakmal (SL),2009-2019,85,48,22,244,26,9.38,404,60.39,0,0,9,http://stats.espncricinfo.com/ci/content/player/49619.html
Qaiser Ali (CAN),2006-2008,17,17,1,244,70,15.25,383,63.7,0,2,3,http://stats.espncricinfo.com/ci/content/player/216920.html
RP Burl (ZIM),2017-2019,18,15,3,243,53,20.25,357,68.06,0,1,1,http://stats.espncricinfo.com/ci/content/player/495964.html
BP Patel (INDIA),1974-1979,10,9,1,243,82,30.37,399,60.9,0,1,0,http://stats.espncricinfo.com/ci/content/player/32231.html
PR Downton (ENG),1977-1988,28,20,5,242,44*,16.13,358,67.59,0,0,2,http://stats.espncricinfo.com/ci/content/player/11931.html
Hasan Raza (PAK),1996-1999,16,13,0,242,77,18.61,480,50.41,0,1,1,http://stats.espncricinfo.com/ci/content/player/40378.html
Simi Singh (IRE),2017-2020,18,17,1,242,45,15.12,412,58.73,0,0,1,http://stats.espncricinfo.com/ci/content/player/1005257.html
MJ Di Venuto (AUS),1997-1997,9,9,0,241,89,26.77,281,85.76,0,2,0,http://stats.espncricinfo.com/ci/content/player/4951.html
GD Drummond (SCOT),2007-2013,30,20,7,240,35*,18.46,262,91.6,0,0,2,http://stats.espncricinfo.com/ci/content/player/295644.html
DK Lillee (AUS),1972-1983,63,34,8,240,42*,9.23,320,75,0,0,6,http://stats.espncricinfo.com/ci/content/player/6295.html
CM Wright (SCOT),2006-2009,20,18,3,240,37,16,351,68.37,0,0,2,http://stats.espncricinfo.com/ci/content/player/25123.html
Amjad Javed (UAE),2008-2017,15,13,1,239,56,19.91,267,89.51,0,1,1,http://stats.espncricinfo.com/ci/content/player/25613.html
CRD Fernando (Asia/SL),2001-2012,147,61,35,239,20,9.19,392,60.96,0,0,9,http://stats.espncricinfo.com/ci/content/player/48835.html
J Garner (WI),1977-1987,98,41,15,239,37,9.19,360,66.38,0,0,5,http://stats.espncricinfo.com/ci/content/player/51876.html
T Panyangara (ZIM),2004-2016,65,49,13,239,33,6.63,463,51.61,0,0,9,http://stats.espncricinfo.com/ci/content/player/55705.html
KJ Arnott (ZIM),1987-1993,13,12,2,238,60,23.8,491,48.47,0,3,0,http://stats.espncricinfo.com/ci/content/player/55235.html
DC Thomas (WI),2009-2013,21,19,2,238,37,14,364,65.38,0,0,3,http://stats.espncricinfo.com/ci/content/player/248920.html
NS Poonia (SCOT),2006-2009,21,21,0,237,67,11.28,377,62.86,0,1,7,http://stats.espncricinfo.com/ci/content/player/19276.html
Enamul Haque (BDESH),1990-2002,29,26,5,236,32,11.23,479,49.26,0,0,1,http://stats.espncricinfo.com/ci/content/player/55878.html
GJ Hopkins (NZ),2004-2010,25,17,1,236,45,14.75,311,75.88,0,0,3,http://stats.espncricinfo.com/ci/content/player/37248.html
LM Jongwe (ZIM),2014-2016,22,19,3,236,46,14.75,303,77.88,0,0,2,http://stats.espncricinfo.com/ci/content/player/541224.html
Khurram Manzoor (PAK),2008-2009,7,7,0,236,83,33.71,375,62.93,0,3,1,http://stats.espncricinfo.com/ci/content/player/41140.html
GR Codrington (CAN),2006-2007,17,15,3,235,45*,19.58,372,63.17,0,0,1,http://stats.espncricinfo.com/ci/content/player/23811.html
JP Crawley (ENG),1994-1999,13,12,1,235,73,21.36,408,57.59,0,2,2,http://stats.espncricinfo.com/ci/content/player/10870.html
P Khadka (NEPAL),2018-2019,6,6,0,235,115,39.16,286,82.16,1,1,0,http://stats.espncricinfo.com/ci/content/player/25967.html
PJ Cummins (AUS),2011-2020,61,37,12,234,36,9.36,330,70.9,0,0,7,http://stats.espncricinfo.com/ci/content/player/489889.html
Iftikhar Anjum (PAK),2004-2010,62,34,19,234,32,15.6,378,61.9,0,0,4,http://stats.espncricinfo.com/ci/content/player/40591.html
Ikram Alikhil (AFG),2019-2019,12,12,3,234,86,26,386,60.62,0,2,0,http://stats.espncricinfo.com/ci/content/player/935553.html
P Mustard (ENG),2007-2008,10,10,0,233,83,23.3,252,92.46,0,1,0,http://stats.espncricinfo.com/ci/content/player/17185.html
AME Roberts (WI),1975-1983,56,32,9,231,37*,10.04,357,64.7,0,0,3,http://stats.espncricinfo.com/ci/content/player/52817.html
STR Binny (INDIA),2014-2015,14,11,3,230,77,28.75,246,93.49,0,1,1,http://stats.espncricinfo.com/ci/content/player/27223.html
TM Chappell (AUS),1980-1983,20,13,0,229,110,17.61,365,62.73,1,0,2,http://stats.espncricinfo.com/ci/content/player/4561.html
SHU Karnain (SL),1984-1990,19,17,5,229,41*,19.08,386,59.32,0,0,2,http://stats.espncricinfo.com/ci/content/player/49364.html
TM Dowlin (WI),2009-2010,11,11,2,228,100*,25.33,348,65.51,1,1,2,http://stats.espncricinfo.com/ci/content/player/51660.html
DR Flynn (NZ),2008-2012,20,17,2,228,35,15.2,360,63.33,0,0,3,http://stats.espncricinfo.com/ci/content/player/37095.html
AY Karim (KENYA),1996-2003,34,24,6,228,53,12.66,375,60.8,0,1,5,http://stats.espncricinfo.com/ci/content/player/24699.html
SR Thompson (IRE),2013-2017,20,15,1,228,39,16.28,251,90.83,0,0,0,http://stats.espncricinfo.com/ci/content/player/414821.html
M Dillon (WI),1997-2005,108,51,20,227,21*,7.32,411,55.23,0,0,9,http://stats.espncricinfo.com/ci/content/player/51651.html
MG Erasmus (NAM),2019-2020,8,8,0,226,88,28.25,297,76.09,0,2,1,http://stats.espncricinfo.com/ci/content/player/519070.html
AMJ Hilditch (AUS),1979-1985,8,8,0,226,72,28.25,476,47.47,0,1,0,http://stats.espncricinfo.com/ci/content/player/5656.html
Raza-ur-Rehman (CAN),2013-2014,6,5,0,225,88,45,262,85.87,0,3,1,http://stats.espncricinfo.com/ci/content/player/259413.html
BP Julian (AUS),1993-1999,25,17,0,224,35,13.17,250,89.6,0,0,4,http://stats.espncricinfo.com/ci/content/player/6056.html
KR Stackpole (AUS),1971-1974,6,6,0,224,61,37.33,387,57.88,0,3,0,http://stats.espncricinfo.com/ci/content/player/7666.html
JH Edrich (ENG),1971-1975,7,6,0,223,90,37.16,325,68.61,0,2,0,http://stats.espncricinfo.com/ci/content/player/12490.html
V Shankar (INDIA),2019-2019,12,8,1,223,46,31.85,246,90.65,0,0,0,http://stats.espncricinfo.com/ci/content/player/477021.html
KM Jarvis (ZIM),2009-2019,49,33,10,222,37,9.65,337,65.87,0,0,4,http://stats.espncricinfo.com/ci/content/player/332996.html
BKV Prasad (INDIA),1994-2001,161,63,31,221,19,6.9,367,60.21,0,0,8,http://stats.espncricinfo.com/ci/content/player/32345.html
Sarfraz Nawaz (PAK),1973-1984,45,31,8,221,34*,9.6,345,64.05,0,0,5,http://stats.espncricinfo.com/ci/content/player/42630.html
Wasim Bari (PAK),1973-1984,51,26,13,221,34,17,431,51.27,0,0,0,http://stats.espncricinfo.com/ci/content/player/43549.html
HS Baidwan (CAN),2008-2014,32,22,7,220,33,14.66,339,64.89,0,0,3,http://stats.espncricinfo.com/ci/content/player/355583.html
DR Lockhart (SCOT),2006-2010,14,11,2,218,46,24.22,341,63.92,0,0,1,http://stats.espncricinfo.com/ci/content/player/25098.html
Y Venugopal Rao (INDIA),2005-2006,16,11,2,218,61*,24.22,363,60.05,0,1,2,http://stats.espncricinfo.com/ci/content/player/35805.html
NR Kumar (CAN),2010-2014,16,15,1,217,38,15.5,397,54.65,0,0,1,http://stats.espncricinfo.com/ci/content/player/348129.html
FA Rose (WI),1997-2000,27,23,5,217,30,12.05,265,81.88,0,0,2,http://stats.espncricinfo.com/ci/content/player/52821.html
EO Simons (SA),1994-1995,23,18,4,217,24,15.5,295,73.55,0,0,1,http://stats.espncricinfo.com/ci/content/player/47190.html
V Dahiya (INDIA),2000-2001,19,15,2,216,51,16.61,267,80.89,0,1,2,http://stats.espncricinfo.com/ci/content/player/27978.html
WK Lees (NZ),1979-1983,31,24,5,215,26,11.31,307,70.03,0,0,1,http://stats.espncricinfo.com/ci/content/player/37605.html
NO Perry (WI),1999-2000,21,16,8,212,52*,26.5,340,62.35,0,1,2,http://stats.espncricinfo.com/ci/content/player/52675.html
FRJ Coleman (SCOT),2013-2015,16,14,0,211,70,15.07,344,61.33,0,1,2,http://stats.espncricinfo.com/ci/content/player/364329.html
MJ Henry (NZ),2014-2019,52,21,7,211,48*,15.07,211,100,0,0,3,http://stats.espncricinfo.com/ci/content/player/506612.html
KS Lokuarachchi (SL),2003-2007,21,18,3,210,69,14,262,80.15,0,1,2,http://stats.espncricinfo.com/ci/content/player/49557.html
CPH Ramanayake (SL),1986-1995,62,35,14,210,26,10,374,56.14,0,0,7,http://stats.espncricinfo.com/ci/content/player/50240.html
Tahir Naqqash (PAK),1980-1985,40,23,9,210,61,15,242,86.77,0,1,4,http://stats.espncricinfo.com/ci/content/player/43271.html
